branch,ncust,customer,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
76,3572,376403,26,2,1,3,24,13.4,1.476144,1.739856,0
76,3572,376405,29,2,10,6,50,9.8,2.9106,1.9894,0
76,3572,376416,25,3,3,2,43,15.6,3.682692,3.025308,1
76,3572,376418,33,2,3,7,29,5.4,0.374274,1.191726,0
76,3572,376430,20,3,0,0,25,5,0.13375,1.11625,1
76,3572,376443,24,3,0,1,23,7.4,0.241684,1.460316,0
76,3572,376451,21,1,2,1,25,9.8,0.4214,2.0286,1
76,3572,376456,42,3,16,8,71,3.3,0.756789,1.586211,0
76,3572,376565,20,2,1,0,37,7.1,0.97199,1.65501,0
76,3572,376619,40,1,2,14,31,2.4,0.221712,0.522288,1
76,3572,376642,36,2,10,3,77,11.3,1.496572,7.204428,1
76,3572,376657,18,2,0,0,18,2.3,0.085284,0.328716,0
76,3572,376681,69,1,4,32,25,7.1,0.47925,1.29575,0
76,3572,376724,27,4,2,1,31,3.9,0.562185,0.646815,0
76,3572,376777,53,3,31,18,120,9,1.6956,9.1044,0
76,3572,376801,23,4,0,2,19,1.4,0.18088,0.08512,0
76,3572,376870,32,2,0,7,22,22.5,0.57915,4.37085,1
76,3572,376955,26,4,1,4,38,13.3,0.313348,4.740652,0
76,3572,376960,29,3,7,3,21,5.9,0.795438,0.443562,0
76,3572,377041,28,1,4,4,25,6.5,0.21125,1.41375,0
76,3572,377052,61,2,29,24,142,7.7,3.083388,7.850612,0
76,3572,377198,53,2,4,20,35,1.5,0.076125,0.448875,0
76,3572,377201,36,5,9,6,108,6.5,3.62232,3.39768,0
76,3572,377300,68,2,11,15,84,6.1,1.35786,3.76614,0
76,3572,377307,38,1,17,7,41,16.9,3.991104,2.937896,0
76,3572,377319,48,3,15,11,133,4.1,1.952174,3.500826,0
76,3572,377324,77,2,30,33,80,3.9,0.79872,2.32128,0
76,3572,377348,35,1,18,4,63,1.6,0.42336,0.58464,0
76,3572,377476,25,4,0,3,68,4.5,1.12914,1.93086,1
76,3572,377479,29,1,11,2,39,3.2,0.571584,0.676416,0
76,3572,377481,20,2,0,0,24,1.1,0.075504,0.188496,1
76,3572,377499,21,3,0,1,17,7.8,0.213486,1.112514,0
76,3572,377510,18,2,0,0,19,7,0.28329,1.04671,1
76,3572,377525,23,1,6,3,29,12.9,0.594819,3.146181,0
76,3572,377533,25,1,5,3,29,2.7,0.158166,0.624834,0
76,3572,377604,42,4,14,6,55,9.1,1.49149,3.51351,0
76,3572,377692,35,4,0,8,144,3.2,1.516032,3.091968,1
76,3572,377707,35,5,2,9,41,10.5,0.49077,3.81423,1
76,3572,377783,38,1,11,10,33,10.5,1.58697,1.87803,0
76,3572,377794,56,1,30,10,144,8.1,6.403536,5.260464,0
76,3572,377845,48,3,13,10,153,2.3,1.770057,1.748943,0
76,3572,377846,28,3,6,5,30,20.5,1.2915,4.8585,0
76,3572,377864,25,4,1,1,75,11.1,2.64735,5.67765,1
76,3572,377901,43,1,6,10,54,2.3,0.722844,0.519156,0
76,3572,377927,20,3,0,1,22,10,0.8778,1.3222,0
76,3572,377983,34,4,2,5,55,12.7,4.77774,2.20726,1
76,3572,377990,25,3,3,3,36,10.2,0.521424,3.150576,1
76,3572,377997,34,2,13,6,50,16.6,6.7562,1.5438,0
76,3572,378045,23,2,1,1,29,16.7,2.513517,2.329483,1
76,3572,378074,27,3,1,3,47,4.3,0.897324,1.123676,0
76,3572,378163,24,1,0,1,28,1.5,0.19908,0.22092,0
76,3572,378173,20,3,0,1,17,10.5,0.29988,1.48512,0
76,3572,378213,56,1,20,20,81,12.1,1.254528,8.546472,0
76,3572,378246,37,4,9,7,72,24.7,2.098512,15.685488,1
76,3572,378262,48,5,20,15,162,6.2,0.662904,9.381096,0
76,3572,378264,28,2,2,2,24,3.7,0.340104,0.547896,1
76,3572,378283,37,1,11,11,63,21.6,4.191264,9.416736,0
76,3572,378329,34,3,3,4,47,7,1.31929,1.97071,0
76,3572,378373,26,3,0,2,43,9.8,0.935508,3.278492,1
76,3572,378442,28,5,0,3,33,7.8,0.831402,1.742598,0
76,3572,378454,28,3,3,4,75,4.3,0.4773,2.7477,0
77,2251,380007,22,4,0,0,27,6,0.60912,1.01088,1
77,2251,380031,38,3,9,13,94,21.6,7.00488,13.29912,1
77,2251,380045,20,2,0,1,19,5.9,0.071744,1.049256,1
77,2251,380087,36,4,11,3,42,2.8,0.673848,0.502152,0
77,2251,380110,26,4,1,4,89,2.3,0.927291,1.119709,1
77,2251,380113,33,4,7,7,185,8.5,3.884075,11.840925,0
77,2251,380131,25,2,2,3,24,6.8,1.005312,0.626688,0
77,2251,380145,22,4,0,1,56,2.8,0.40768,1.16032,0
77,2251,380151,25,2,2,3,26,10.3,0.859638,1.818362,0
77,2251,380201,36,2,4,7,34,16.8,1.159536,4.552464,1
77,2251,380223,30,5,2,6,21,10.4,1.155336,1.028664,1
77,2251,380229,21,3,0,1,39,18.5,5.20923,2.00577,1
77,2251,380247,33,2,8,7,35,7.3,0.6132,1.9418,0
77,2251,380259,25,1,9,4,29,11.4,1.167018,2.138982,0
77,2251,380300,70,4,30,22,493,9.9,22.93929,25.86771,1
77,2251,380348,56,4,22,9,57,2,0.48906,0.65094,0
77,2251,380355,33,1,3,5,34,2.9,0.189312,0.796688,1
77,2251,380366,27,3,0,4,28,4.7,0.386904,0.929096,0
77,2251,380433,18,2,0,0,15,1.1,0.032835,0.132165,0
77,2251,380446,30,4,4,6,28,6.8,1.153824,0.750176,0
77,2251,380455,43,4,18,14,89,3.6,0.493416,2.710584,0
77,2251,380466,27,4,3,4,20,11,0.3058,1.8942,1
77,2251,380494,32,3,3,7,79,6.1,1.402329,3.416671,1
77,2251,380534,30,2,5,5,39,13.8,0.548964,4.833036,0
77,2251,380538,36,2,16,8,50,3.5,0.75425,0.99575,0
77,2251,380585,32,1,5,9,35,5.8,0.57855,1.45145,0
77,2251,380588,52,3,17,12,125,0.5,0.40125,0.22375,0
77,2251,380601,35,3,7,10,29,7.1,1.58543,0.47357,0
77,2251,380607,34,3,12,6,46,5.7,0.828552,1.793448,0
77,2251,380660,19,2,0,0,20,7,0.1946,1.2054,0
77,2251,380677,26,2,1,3,48,11.2,0.16128,5.21472,1
77,2251,380681,25,4,0,1,52,4.9,0.670124,1.877876,1
77,2251,380772,75,1,32,23,78,4.4,0.689832,2.742168,0
77,2251,380864,24,2,5,1,28,19.1,1.52418,3.82382,1
77,2251,380873,43,2,3,9,53,9.8,1.50626,3.68774,1
77,2251,380879,33,3,8,7,37,3.9,0.555555,0.887445,0
77,2251,380900,61,3,20,17,38,3.2,0.350208,0.865792,0
77,2251,380906,23,2,1,2,26,12.8,0.54912,2.77888,0
77,2251,380923,32,4,6,2,31,14.2,1.360218,3.041782,0
77,2251,380997,25,2,2,3,21,14.4,0.985824,2.038176,1
77,2251,381027,42,5,2,9,147,17.7,5.047686,20.971314,1
77,2251,381047,23,4,0,1,30,12.2,2.25456,1.40544,1
77,2251,381056,25,3,1,3,27,12.7,0.03429,3.39471,1
77,2251,381121,22,4,0,2,50,1.2,0.2088,0.3912,0
77,2251,381164,19,2,0,0,16,6.6,0.003168,1.052832,0
77,2251,381168,35,4,4,6,18,4.8,0.31536,0.54864,0
77,2251,381175,58,2,9,13,51,4.4,0.63954,1.60446,0
77,2251,381210,38,4,12,9,37,13.2,3.238092,1.645908,1
77,2251,381252,43,3,16,6,102,2.5,0.58395,1.96605,0
77,2251,381261,34,2,14,4,59,6.5,2.297165,1.537835,0
77,2251,381274,28,2,7,3,88,10.6,2.210736,7.117264,0
77,2251,381281,23,3,0,2,36,24.2,5.8806,2.8314,1
77,2251,381288,30,1,6,4,20,8.4,0.9072,0.7728,1
77,2251,381320,21,3,0,1,19,20.7,1.305756,2.627244,1
77,2251,381329,37,4,0,9,50,1.3,0.2067,0.4433,0
77,2251,381355,34,3,7,8,30,14.2,0.92868,3.33132,0
77,2251,381365,29,2,4,3,48,10.8,2.960064,2.223936,0
77,2251,381378,20,3,0,0,39,15,1.4157,4.4343,0
77,2251,381393,61,1,26,13,78,5,0.1989,3.7011,0
77,2251,381405,19,2,0,0,22,1.8,0.101772,0.294228,0
77,2251,381421,71,1,7,19,26,7.6,0.36556,1.61044,0
77,2251,381426,33,4,5,7,321,2.5,4.357575,3.667425,1
77,2251,381434,22,4,0,1,59,3.1,0.616373,1.212627,0
77,2251,381445,30,3,4,5,28,8.2,0.397208,1.898792,0
77,2251,381449,22,4,0,1,32,3.8,0.712576,0.503424,0
77,2251,381489,20,1,0,1,20,17.6,0.15488,3.36512,1
77,2251,381535,19,2,0,0,19,3.3,0.102828,0.524172,1
77,2251,381568,28,1,2,3,24,1,0.11448,0.12552,0
77,2251,381583,18,2,0,0,14,5.5,0.45738,0.31262,0
77,2251,381596,56,2,9,7,41,12.5,1.79375,3.33125,0
77,2251,381632,32,3,6,7,50,9.8,3.087,1.813,0
77,2251,381643,29,2,0,5,21,12.4,0.380184,2.223816,1
77,2251,381669,46,1,0,9,25,3,0.43125,0.31875,0
77,2251,381690,39,1,22,13,48,6.8,1.008576,2.255424,0
77,2251,381763,28,4,4,3,30,13.8,0.6831,3.4569,0
77,2251,381765,37,1,17,8,76,12.6,4.184712,5.391288,0
77,2251,381780,39,4,4,13,47,9.7,1.673153,2.885847,1
77,2251,381799,27,2,2,4,30,2.7,0.33777,0.47223,1
77,2251,381851,25,2,4,3,21,10,0.9996,1.1004,0
77,2251,381896,49,2,14,11,94,6.9,3.787824,2.698176,0
77,2251,381918,24,2,5,1,60,11.2,0.22848,6.49152,0
77,2251,381929,24,4,0,2,45,5.5,0.58905,1.88595,1
77,2251,381933,30,4,6,5,58,8.6,2.384264,2.603736,0
77,2251,381947,22,1,1,0,24,19.9,1.160568,3.615432,1
77,2251,381959,47,1,17,11,47,18.9,3.766392,5.116608,0
77,2251,381983,32,3,5,8,52,5.9,1.346852,1.721148,0
77,2251,382000,41,2,17,9,68,9.6,3.055104,3.472896,0
77,2251,382001,18,2,0,0,18,10,1.1214,0.6786,1
77,2251,382011,37,1,11,5,34,13.6,2.977856,1.646144,0
77,2251,382012,35,1,5,5,40,10.5,0.9072,3.2928,1
77,2251,382038,36,5,3,9,69,8.3,1.454658,4.272342,0
77,2251,382039,44,3,7,10,115,14.4,1.0764,15.4836,1
77,2251,382073,19,2,0,0,25,9.3,1.174125,1.150875,1
77,2251,382086,24,4,0,2,64,4.4,0.805376,2.010624,0
77,2251,382127,18,2,0,0,22,10.5,0.29799,2.01201,1
77,2251,382157,20,3,0,0,13,0,0,0,0
77,2251,382168,38,4,4,8,61,2.7,0.912438,0.734562,0
77,2251,382202,24,1,6,1,21,4.5,0.18144,0.76356,0
77,2251,382229,61,2,33,26,126,12.4,8.468208,7.155792,0
77,2251,382231,18,2,0,0,22,38.8,3.636336,4.899664,0
91,3779,450002,51,5,22,14,75,7.7,2.050125,3.724875,0
91,3779,450068,33,3,5,6,38,18.3,1.7385,5.2155,0
91,3779,450181,34,3,0,7,49,5,0.17885,2.27115,0
91,3779,450204,33,4,6,3,25,13.7,1.1782,2.2468,0
91,3779,450251,27,4,1,3,32,15.4,2.153536,2.774464,1
91,3779,450252,37,4,3,4,28,18.1,1.003464,4.064536,0
91,3779,450310,34,1,12,6,59,9.2,2.002932,3.425068,0
91,3779,450317,23,2,2,2,35,5.8,0.46284,1.56716,0
91,3779,450383,29,3,5,6,37,4.3,0.531394,1.059606,0
91,3779,450387,25,1,1,4,19,2.6,0.134862,0.359138,0
91,3779,450400,21,1,4,1,44,6.4,0.9856,1.8304,1
91,3779,450406,26,1,6,2,24,11.5,0.90528,1.85472,0
91,3779,450446,37,2,4,2,32,3.2,0.140288,0.883712,0
91,3779,450448,26,5,0,4,19,4.4,0.052668,0.783332,1
91,3779,450450,35,3,11,8,59,1.4,0.129682,0.696318,0
91,3779,450455,22,3,0,1,29,19.7,1.679622,4.033378,1
91,3779,450465,30,2,4,2,26,9.3,0.268398,2.149602,0
91,3779,450485,62,2,24,17,199,4.7,3.404492,5.948508,0
91,3779,450501,43,1,17,10,104,14.2,3.573856,11.194144,0
91,3779,450563,45,1,12,9,57,1,0.34143,0.22857,0
91,3779,450580,21,3,0,1,23,6.8,0.691288,0.872712,1
91,3779,450614,27,1,3,3,37,13.9,3.039513,2.103487,1
91,3779,450772,73,2,2,16,39,19.4,2.11848,5.44752,1
91,3779,450776,35,4,2,6,56,11.1,1.386168,4.829832,1
91,3779,450846,38,1,14,8,37,4.4,0.393976,1.234024,0
91,3779,450942,26,2,5,2,22,3.3,0.099462,0.626538,0
91,3779,451028,29,4,4,6,58,18.2,1.615068,8.940932,1
91,3779,451034,42,4,10,10,76,6.1,0.319884,4.316116,0
91,3779,451036,37,2,3,8,38,12.3,1.369482,3.304518,0
91,3779,451046,62,4,26,12,87,16.2,4.820148,9.273852,0
91,3779,451050,23,1,1,2,19,7.2,0.712728,0.655272,0
91,3779,451067,64,2,44,18,397,19.2,35.520384,40.703616,1
91,3779,451118,45,4,16,5,219,1,0.96141,1.22859,0
91,3779,451123,23,3,1,2,22,14.2,1.562,1.562,1
91,3779,451156,19,2,0,0,20,8.1,0.35802,1.26198,0
91,3779,451171,34,5,8,7,526,2.6,5.4704,8.2056,0
91,3779,451181,20,3,0,0,58,2.8,0.457968,1.166032,0
91,3779,451185,18,2,0,0,29,7.5,0.859125,1.315875,1
91,3779,451218,37,2,2,7,38,2.1,0.07182,0.72618,0
91,3779,451226,43,3,21,14,101,9.7,4.761342,5.035658,1
91,3779,451251,42,1,8,12,43,1.3,0.153725,0.405275,0
91,3779,451377,23,2,2,1,24,1.6,0.046464,0.337536,0
91,3779,451400,19,2,0,0,22,6.8,0.414392,1.081608,1
91,3779,451408,26,1,1,3,15,6.7,0.201,0.804,0
91,3779,451409,40,3,4,14,54,4.6,1.189836,1.294164,0
91,3779,451468,43,2,10,9,92,14.7,3.85434,9.66966,1
91,3779,451517,28,4,3,5,35,5.2,0.78442,1.03558,0
91,3779,451518,24,2,0,2,36,8.5,1.4688,1.5912,1
91,3779,451525,22,2,1,1,14,11.7,0.36855,1.26945,1
91,3779,451559,27,2,1,4,25,0.6,0.03195,0.11805,0
91,3779,451783,33,3,11,4,61,14.9,4.244563,4.844437,1
91,3779,451824,64,1,40,18,198,6.9,8.101566,5.560434,0
91,3779,451852,63,4,22,27,129,4.9,0.796446,5.524554,0
91,3779,451876,31,5,5,3,61,2,0.36844,0.85156,0
91,3779,451894,21,3,0,1,26,6.9,0.181194,1.612806,1
91,3779,451919,20,3,0,0,24,9.4,0.59784,1.65816,0
91,3779,452007,20,3,0,0,18,5.3,0.30051,0.65349,0
91,3779,452055,21,2,2,1,33,6.4,0.8448,1.2672,1
91,3779,452063,23,2,1,0,30,21.5,1.63185,4.81815,1
91,3779,452088,46,3,13,10,32,11,1.18624,2.33376,0
91,3779,452116,29,4,1,4,50,12.1,0.4719,5.5781,0
91,3779,452132,59,2,32,19,533,0.8,1.863368,2.400632,0
91,3779,452141,21,1,1,1,23,16.5,1.172655,2.622345,1
91,3779,452173,54,3,6,9,70,9.5,2.28095,4.36905,0
91,3779,452225,18,2,0,0,37,2.5,0.56795,0.35705,1
91,3779,452318,41,2,9,8,77,7.5,3.10695,2.66805,0
91,3779,452333,19,2,0,0,36,5.8,0.783,1.305,1
91,3779,452341,41,1,15,9,54,6.9,1.542564,2.183436,0
91,3779,452389,30,4,6,5,51,6.2,1.071918,2.090082,0
91,3779,452427,23,3,0,1,27,14.6,1.16289,2.77911,0
91,3779,452433,37,3,0,9,35,10.8,1.27008,2.50992,0
91,3779,452436,33,3,6,6,77,6.2,0.654038,4.119962,1
91,3779,452445,34,5,5,10,186,11.3,7.46139,13.55661,1
91,3779,452452,25,4,0,3,30,4.9,0.20433,1.26567,0
91,3779,452558,21,1,4,1,19,6.5,0.29393,0.94107,0
91,3779,452646,62,2,33,6,322,2.8,7.041496,1.974504,0
91,3779,452735,52,2,6,9,55,2.9,0.93148,0.66352,0
91,3779,452767,53,5,7,16,80,12,3.648,5.952,0
91,3779,452770,36,5,7,9,124,1.4,0.38192,1.35408,0
91,3779,452878,34,4,8,4,49,7.5,0.488775,3.186225,0
91,3779,452912,29,3,6,3,28,4.9,0.56938,0.80262,1
91,3779,453027,20,2,0,0,46,12.1,0.951786,4.614214,1
91,3779,453082,20,3,0,0,13,17.8,0.814528,1.499472,0
91,3779,453106,18,2,0,0,26,7.3,0.641524,1.256476,0
91,3779,453108,20,3,0,0,21,9.3,0.353493,1.599507,1
91,3779,453122,19,2,0,0,34,19.3,2.204832,4.357168,1
91,3779,453134,30,2,1,3,39,1,0.14352,0.24648,0
91,3779,453255,34,2,10,6,59,18.6,3.555576,7.418424,1
91,3779,453374,41,1,15,12,55,12.2,4.12665,2.58335,0
91,3779,453376,20,1,3,0,24,16.3,1.306608,2.605392,1
91,3779,453379,30,3,8,2,28,15.8,1.52628,2.89772,0
91,3779,453388,25,5,0,1,130,5.8,1.23656,6.30344,1
91,3779,453405,18,2,0,0,23,10,1.1201,1.1799,0
91,3779,453434,27,3,0,3,63,1,0.315,0.315,0
91,3779,453461,31,2,3,6,24,12.9,0.736848,2.359152,1
91,3779,453471,34,3,8,4,83,11,1.85339,7.27661,0
91,3779,453578,37,2,10,8,43,3.6,0.806508,0.741492,0
91,3779,453686,25,5,0,3,16,3.2,0.288256,0.223744,0
91,3779,453698,34,1,10,8,41,14.5,1.194945,4.750055,0
91,3779,453777,27,1,2,2,24,5.8,0.555408,0.836592,0
